SKU,Product Name,Price,MRP,Discount,Star Rating,Size,Net Quantity,Key Features,Image URL
GLS18I3FWSPC,Classic Inverter Split AC 1.5 - 3 Star,35 020.00,52 990.00,Not Available,95%,Not Available,1 N,5 in 1 Convertible (40 / 60 / 80 / 100 / Auto) | Turbo Cool | Installation Check | Low Gas Detection | Clean Filter Indication | Anti-Viral Dust Filter | Golden Fin Evaporator | Hidden LED Display | Stabilizer Free Operation | Strong Dehumidifier | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/l/gls18i3fwspc.jpg
GLS12C3XWADS,Cresent Fixed Speed Split AC 1.0 - 3 Star,32 250.00,45 990.00,Not Available,95%,Not Available,1 N,Smart 4-Way Swing | Turbo Cool | Clean Air Filter | Golden Fin Evaporator | Hidden LED Display | Multi-Fold Evaporator | Auto Restart | Self Diagnosis Function | 100 % Copper | Eco Friendly Refrigerant | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/AC/GLS12C3XWADS.jpg
GLS09I3FOSEV,Element Inverter Split AC - 0.8 - 3 Star,30 410.00,43 990.00,Not Available,100%,Not Available,1 N,5 in 1 Convertible (40 / 60 / 80 / 100 / Auto) | Smart 4-Way Swing | Turbo Cool | Installation Check | Low Gas Detection | Clean Filter Indication | WiFi Ready (Optional WiFi) | Anti-Viral Dust Filter | PM 2.5 Filter | Golden Fin Evaporator | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/AC/GLS09I3FOSEV.jpg
GLS12I3FOSEC,Classic Split AC Inverter - 1.0 - 3 Star,31 330.00,44 990.00,Not Available,95%,Not Available,1 N,5 in 1 Convertible (40 / 60 / 80 / 100 / Auto) | Turbo Cool | Installation Check | Low Gas Detection | Clean Filter Indication | WiFi Ready (Optional WiFi) | Anti-Viral Dust Filter | Golden Fin Evaporator | Hidden LED Display | Stabilizer Free Operation | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/AC/GLS12I3FOSEC.jpg
GLW18V5FWTBR,Masterpiece Window AC 1.5 - 5 Star,39 630.00,59 490.00,Not Available,Not Available,Not Available,1 N,6 in 1 Convertible AC | Top Air Throw | Voice & WiFi Enabled | Feather Touch Control | LED Display | Aroma Holder | Premium Remote Handset | Remote Control Operation | Precesion Control Swing | Smart 4 Way Air Swing | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/l/glw18v5fwtbr_2_1.jpg
GLW12C2YWSEW,EW Series Fixed Speed Window AC 1.0 - 2 Star,25 800.00,36 490.00,Not Available,Not Available,Not Available,1 N,LED Display | Remote Control Operation | Auto Air Swing | Turbo Cool | Blow Function | Blue Fin Coils | Clean Air Filter | Strong Dehumidifier | Auto Restart | Self Diagnosis Function | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/w/ew_2_star_main_image.jpg
GLW18I5FWPGA,WP Series Window AC 1.5 - 5 Star,35 940.00,52 990.00,Not Available,Not Available,Not Available,1 N,LED Display | Remote Control Operation | Auto Air Swing | Turbo Cool | Blow Function | Stabilizer Free Operation | Blue Fin Coils | Clean Air Filter | Strong Dehumidifier | Auto Restart | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/l/glw18i5fwpga_1.jpg
GLW18C3YWPSA,WP Series Fixed Speed Window AC 1.5 - 3 Star,29 490.00,43 990.00,Not Available,Not Available,Not Available,1 N,LED Display | Remote Control Operation | Auto Air Swing | Turbo Cool | Blow Function | Blue Fin Coils | Clean Air Filter | Strong Dehumidifier | Auto Restart | Self Diagnosis Function | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/l/glw18c3ywpsa_5_.jpg
GLW12C3XWSEW,EW Series Fixed Speed Window AC 1.0 - 3 Star,28 560.00,40 490.00,Not Available,Not Available,Not Available,1 N,LED Display | Remote Control Operation | Auto Air Swing | Turbo Cool | Blow Function | Blue Fin Coils | Clean Air Filter | Strong Dehumidifier | Auto Restart | Self Diagnosis Function | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/w/ew_3_star_main_image_1.jpg
GLW18C3YWSEW,EW Series Fixed Speed Window AC 1.5 - 3 Star,29 490.00,43 990.00,Not Available,Not Available,Not Available,1 N,LED Display | Remote Control Operation | Auto Air Swing | Turbo Cool | Blow Function | Blue Fin Coils | Clean Air Filter | Strong Dehumidifier | Auto Restart | Self Diagnosis Function | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/w/ew_3_star_main_image.jpg
GLW18C3YWSEA,EA Series Fixed Speed Window AC 1.5 - 3 Star,29 490.00,43 990.00,Not Available,Not Available,Not Available,1 N,Feather Touch Control | LED Display | Remote Control Operation | Auto Air Swing | Turbo Cool | Blow Function | Golden Evaporator Coil | Clean Air Filter | Strong Dehumidification | Auto Restart | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/l/glw18c3ywsea_1200_1_1.jpg
GLW18C5XWSEA,EA Series Fixed Speed Window AC 1.5 - 5 Star,34 100.00,50 490.00,Not Available,Not Available,Not Available,1 N,Feather Touch Control | LED Display | Remote Control Operation | Auto Air Swing | Turbo Cool | Blow Function | Golden Evaporator Coil | Clean Air Filter | Strong Dehumidification | Auto Restart | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/l/glw18c5xwsea_1200_1_1.jpg
GLC18I4FWAAG,Cassette Inverter AC - 1.5 - 4 Star,70 050.00,1 10 590.00,Not Available,Not Available,Not Available,1 N,Cool Surround 360° | Precision Temperature Control | Instant Cooling | Fresh Air | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/AC/GLC18I4FWAAG.JPG
GLC24I4FWAAG,Cassette Inverter AC - 2.0 - 4 Star,76 500.00,1 28 990.00,Not Available,Not Available,Not Available,1 N,Cool Surround 360 | Precision Temperature Control | Instant Cooling | Fresh Air | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/import/AC/GLC24I4FWAAG.JPG
