SKU,Product Name,Price,MRP,Discount,Star Rating,Size,Net Quantity,Key Features,Image URL
GHGSIDTK300,Athena Steam Iron,5 499.00,7 999.00,Not Available,100%,3000 W Black,1 N,"Smart i-Sense Iron adjusts the temperature range as per fabric | Temp Master Tech, no temperature control needed | Nano Ceramic Coated Soleplate safegaurd fabric from scorching, provides superior glide and longer life | Auto Shut-off in case of non movement in both Horizontal & Vertical Positions | Anti - Calcification filter safegaurd the iron from access scaling | Self Clean, with just a push of a button remove the scaling happened with overtime usage in the soleplate | 360° Swivel Cord | ",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghgsidtk300_8_.jpg
GHGSIEIU200,Stella Steam Iron,1 948.00,2 799.00,Not Available,90%,2000 W Purple,1 N,2000 W Element for Quick Heating | Anti Calc | Anti Drip | 220 ml Tank for Longer Ironing | Self Clean feature | High Steaming Rate upto 15 g/min | 360° Swivel Cord | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/s/t/stella_steam_iron_1.jpg
GHGSIEGG160,Inox Steam Iron,1 749.00,2 499.00,Not Available,90%,1600 W Pista Green,1 N,1600 W Element for Quick Heating | Anti Drip | 220 ml Tank for Longer Ironing | High Steaming Rate upto 15 g/min | Self Clean feature | Powerful Steam Burst | 360° Swivel Cord | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/i/n/inox_steam_iron.jpg
GHGSIEEU125,Ez-Press Steam Iron,1 399.00,1 999.00,Not Available,90%,1250 W Purple,1 N,1250 W Element for Quick Heating | 170 ml Tank for Longer Ironing | High Steaming Rate upto 12 g/min | Powerful Steam Burst | Self Clean feature | Steam Function : Horizontal & Vertical Both | 360° Swivel Cord | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/z/ez-press_steam_iron_1.jpg
GHGSIEDG125,Glaze Steam Iron,1 399.00,1 999.00,Not Available,90%,1250 W Green,1 N,1250 W Element for Quick Heating | 170 ml Tank for Longer Ironing | High Steaming Rate upto 12 g/min | Powerful Steam Burst | Self Clean feature | Steam Function : Horizontal & Vertical Both | 360° Swivel Cord | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/l/glaze.jpg
GHGSIECG120,Elece Steam Iron,1 349.00,1 949.00,Not Available,90%,1200 W Pista Green,1 N,1200 W Element for Quick Heating | 170 ml Tank for Longer Ironing | High Steaming Rate upto 12 g/min | Powerful Steam Burst | Self Clean feature | Steam Function : Horizontal & Vertical Both | 360° Swivel Cord | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/l/elece_1.jpg
GHGSIEBK120,Nimo Steam Iron,1 349.00,1 949.00,Not Available,90%,1200 W Black,1 N,1200 W Element for Quick Heating | 170 ml Tank for Longer Ironing | High Steaming Rate upto 12 g/min | Powerful Steam Burst | Self Clean feature | Steam Function : Horizontal & Vertical Both | 360° Swivel Cord | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/n/i/nimo_1.jpg
GHFMGFDE040,Nutrigrind 400 W Wet & Dry Grinder,20 999.00,33 995.00,Not Available,100%,Grey & Pista Green Wet & Dry Stone based 3-in-1 Grinder with dual stone grinding,1 N,"High-torque 400 W Motor | 1400 Revolutions per minute stone-based dry grinding retains natural aroma, nutrients and oils | 140 Revolutions per minute stone-based wet grinding retains natural aromas and nutrients | 2 Years Warranty* | ",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/n/u/nutrigrind_2_.jpg
GHFMGDIK110,Hexo Plus 1100 W Mixer Grinder,7 899.00,12 565.00,Not Available,80%,"Black, 3 Jar",1 N,Powerful Motor : 1100 W - Powerful motor for Heavy Duty | Run Time : 100 minute run time | High Speed : Grinding at 22000 revolutions per minute enables faster operation and 100 minute rating ensures longer grinding sessions | Warranty : 2 Year | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/h/e/hexo_plus_3_jar_1.jpg
GHGSIDPU220,Husky Steam Iron,3 499.00,4 999.00,Not Available,60%,2200 W Purple,1 N,It shut offs the iron when left unattended and is connected to power outlet. | Self Cleaning Function | Anti scale system to reduce the build up of lime scale | Steam boost up to 40 g/min | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghgsiccu220_1.jpg
GHBKTDFE200,Vesta Stainless Steel Electric Kettle,1 299.00,2 495.00,Not Available,Not Available,"1.7 L, Black",1 N,"360° Cordless Kettle : This allow to put product at any angle on its power base. | Wider mouth for easy filling, pouring and cleaning | On and Off Switch with Light Indicator | 1 Year Warranty | ",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghbktdfe200.jpg
GHCAFSFK170,Prolife Delicia Air Fryer,11 995.00,17 495.00,Not Available,Not Available,1700 W,1 N,8 Pre-Set Option with adjustable time and temperature | Aero Crisp Technology ensures evenly cooked food | Safety lock for child protection. | Warranty : 2 Year | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/p/r/prolife_delecia_new.jpg
GHGGSDGU160,Fyber Standing Garment Steamer,4 999.00,8 495.00,Not Available,60%,1600 W Purple,1 N,Powerful Steam Output at 35 g/min | Height Adjustable 3 levels | 3-Steam Settings | Dry Run Protection & Overheat Protection | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghggsdgu160.jpg
GHGGSDDW110,Vela Hand Held Garment Steamer,2 399.00,4 995.00,Not Available,80%,1100 W White,1 N,Powerful Steam Output at 22 g/min | 1100 W Stem Generator | 100 ml Detachable Tank | Dry Run Protection & Overheat Protection | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghggsddw110.jpg
GHGGSDEB110,Falcon Hand Held Garment Steamer,2 999.00,4 995.00,Not Available,80%,1100 W Blue,1 N,Powerful Steam Output at 22 g/min | 1100 W Stem Generator | 100 ml Detachable Tank | Dry Run Protection & Overheat Protection | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghggsdeb110_1.jpg
GHGGSBRP142,Delite Standing Garment Steamer,4 999.00,8 695.00,Not Available,100%,1420 W,1 N,Powerful Steam Output : Powerful Steam Output at 32 g/min steaming rate at maximum setting for that perfect ironing result | Large Water Tank Capacity : Large 1.7 L water tank capacity that allows longer duration of ironing before a refill is required | Quick Steam Ready Time : Steam ready time is just 50 seconds | Ideal for all Kind of Ironing : It is ideal for all kind of ironing requirements as continuous steaming times 45 minutes | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghggsbrp142_1.jpg
GHGDICSG100,Komfi Dry Iron,785.00,1 235.00,Not Available,100%,1100 W,1 N,Komfi comes with the powerful 1000 W heating element for effective ironing experience. | Havells Dry Irons comes with both safety as well as performance ISI certifications. | Greblon Non- Stick sole plate with German Technology for smooth gliding & long life. | Aerodynamic design ensures easy gliding. | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/g/h/ghgdicsg100.jpg
